"309 road, kauri reserve",-36.752463,175.508955,"[{'place_name': 'kauri', 'feature_type': 'Locality'}]",kauri,Locality,-36.014639,174.090889
"309 road, kauri reserve",-36.752462,175.508955,"[{'place_name': 'kauri', 'feature_type': 'Locality'}]",kauri,Locality,-36.014639,174.090889
"309 road, kauri reserve",-36.809687,175.537321,"[{'place_name': 'kauri', 'feature_type': 'Locality'}]",kauri,Locality,-36.014639,174.090889
"309 road, waiau falls scenic reserve, kauri grove track",-36.832423,175.548226,"[{'place_name': 'waiau falls scenic reserve', 'feature_type': 'Scenic Reserve'}]",kauri,Locality,-36.014639,174.090889
"309 road, waiau falls, kauri reserve",-36.832423,175.548226,"[{'place_name': 'waiau falls', 'feature_type': 'Waterfall'}]",kauri,Locality,-36.014639,174.090889
"309 road, waiau kauri reserve",-36.816666,175.533333,"[{'place_name': 'waiau', 'feature_type': 'Locality'}]",kauri,Locality,-36.014639,174.090889
"309 road, waiau kauri reserve",-36.752463,175.508955,"[{'place_name': 'waiau', 'feature_type': 'Locality'}]",kauri,Locality,-36.014639,174.090889
"309, coromandel - mercury bay rd., coromandel county.",-36.776444,175.717908,"[{'place_name': 'coromandel', 'feature_type': 'Locality'}, {'place_name': 'mercury bay', 'feature_type': 'Locality'}]",coromandel,Locality,-36.7571639,175.5007016
"309, coromandel - mercury bay rd., coromandel county.",-36.7718,175.723,"[{'place_name': 'coromandel', 'feature_type': 'Locality'}, {'place_name': 'mercury bay', 'feature_type': 'Locality'}]",coromandel,Locality,-36.7571639,175.5007016
"309rd, waiau kauri reserve",-36.752463,175.508955,"[{'place_name': 'waiau', 'feature_type': 'Locality'}]",kauri,Locality,-36.014639,174.090889
"30km west of murchison, matiri plateau",-41.68641,172.322638,"[{'place_name': 'murchison', 'feature_type': 'Town'}]",plateau,Hill,-41.10232,175.149769
"31 hillcrest ave, witherlea, blenheim",-41.541956,173.946956,"[{'place_name': 'hillcrest', 'feature_type': 'Suburb'}, {'place_name': 'witherlea', 'feature_type': 'Suburb'}]",blenheim,Town,-41.5118691,173.9545856
31 km s murchison p.o. on murchison-maruia saddle road,-41.865694,172.254707,"[{'place_name': 'murchison', 'feature_type': 'Town'}, {'place_name': 'murchison', 'feature_type': 'Town'}]",maruia saddle,Pass,-42.0364358,172.2918498
31 km se murchison p.o. on murchison-maruia saddle road,-41.865694,172.254707,"[{'place_name': 'murchison', 'feature_type': 'Town'}, {'place_name': 'murchison', 'feature_type': 'Town'}]",maruia saddle,Pass,-42.0364358,172.2918498
"31 major aitken drive, huntsbury, christchurch",-43.571231,172.648815,"[{'place_name': 'huntsbury', 'feature_type': 'Suburb'}]",christchurch,City,-43.530955,172.6366455
"31 major aitken drive, huntsbury, christchurch",-43.571356,172.648616,"[{'place_name': 'huntsbury', 'feature_type': 'Suburb'}]",christchurch,City,-43.530955,172.6366455
"31 major aitken drive, huntsbury, christchurch",-43.571665,172.648693,"[{'place_name': 'huntsbury', 'feature_type': 'Suburb'}]",christchurch,City,-43.530955,172.6366455
"31 pugh road, te puke",-37.951,176.453,"[{'place_name': 'te puke', 'feature_type': 'Hill'}]",te puke,Hill,-37.7853294,176.3270238
"31 west belt, lincoln",-43.641,172.481,"[{'place_name': 'lincoln', 'feature_type': 'Suburb'}]",lincoln,Suburb,-43.6396099,172.4860237
"318 taurau valley road, gisborne",-38.704,177.886,"[{'place_name': 'gisborne', 'feature_type': 'Town'}]",gisborne,Town,-38.661326,178.0206487
"31a garrey road, christchurch 8052",-43.513192,172.597782,"[{'place_name': 'christchurch', 'feature_type': 'City'}]",christchurch,City,-43.530955,172.6366455
"32 b raleigh st, cambridge, waikato",-37.905,175.474,"[{'place_name': 'cambridge', 'feature_type': 'Town'}]",waikato,Locality,-37.77922725,175.2010323
"32 hudson street, christchurch",-43.501729,172.591804,"[{'place_name': 'christchurch', 'feature_type': 'City'}]",christchurch,City,-43.530955,172.6366455
32 park rd campbell's bay auckland,-36.746929,174.762998,"[{'place_name': 'auckland', 'feature_type': 'Local Authority'}]",auckland,Local Authority,-36.852095,174.7631803
"324 church st., timaru",-44.397,171.25,"[{'place_name': 'timaru', 'feature_type': 'Town'}]",timaru,Town,-44.3930254,171.2509786
"325 turamoe road, pakipaki",-39.695,176.758,"[{'place_name': 'pakipaki', 'feature_type': 'Locality'}]",pakipaki,Locality,-39.7082424,176.7796347
"325 turamoe road, pakipaki, hawke's bay",-39.695,176.758,"[{'place_name': 'pakipaki', 'feature_type': 'Locality'}]",pakipaki,Locality,-39.7082424,176.7796347
"33 aotea terrace, ch.ch [christchurch]",-43.567,172.655,"[{'place_name': 'aotea', 'feature_type': 'Suburb'}, {'place_name': 'terrace', 'feature_type': 'Flat'}]",christchurch,City,-43.530955,172.6366455
"33 aotea terrace, ch.ch. [christchurch]",-43.568,172.655,"[{'place_name': 'aotea', 'feature_type': 'Suburb'}, {'place_name': 'terrace', 'feature_type': 'Flat'}]",christchurch,City,-43.530955,172.6366455
"33 aotea terrace, ch.ch. [christchurch]",-43.568,172.653,"[{'place_name': 'aotea', 'feature_type': 'Suburb'}, {'place_name': 'terrace', 'feature_type': 'Flat'}]",christchurch,City,-43.530955,172.6366455
"33 km sw of haast, jackson river valley, track to lake ellery",-44.064063,168.687673,"[{'place_name': 'haast', 'feature_type': 'Town'}, {'place_name': 'jackson river', 'feature_type': 'Stream'}]",lake ellery,Lake,-44.05175695,168.6564075
"34 paengaroa rd. farmland. qeii trust, ngawaka",-39.62348,175.77786,"[{'place_name': 'paengaroa', 'feature_type': 'Locality'}]",ngawaka,Locality,-39.6229287,175.7772374
"34 sunrise ave., mairangi bay, auckland",-36.735084,174.745368,"[{'place_name': 'mairangi bay', 'feature_type': 'Suburb'}]",auckland,Local Authority,-36.852095,174.7631803
"345 mckenzies road, waipara",-43.02456,172.74979,"[{'place_name': 'waipara', 'feature_type': 'Locality'}]",waipara,Locality,-43.058482,172.7602403
358 pryces line rangitawa bush,-40.097715,175.4586,"[{'place_name': 'rangitawa', 'feature_type': 'Locality'}]",rangitawa,Locality,-40.1309189,175.4717016
358 pryces line rangitawa bush,-40.097716,175.458601,"[{'place_name': 'rangitawa', 'feature_type': 'Locality'}]",rangitawa,Locality,-40.1309189,175.4717016
"36 stafford ave, annesbrook, nelson",-41.298,173.245,"[{'place_name': 'stafford', 'feature_type': 'Locality'}, {'place_name': 'annesbrook', 'feature_type': 'Suburb'}]",nelson,City,-41.2710849,173.2836756
37 km se murchison p.o. on murchison-maruia saddle road,-41.865694,172.254707,"[{'place_name': 'murchison', 'feature_type': 'Town'}, {'place_name': 'murchison', 'feature_type': 'Town'}]",maruia saddle,Pass,-42.0364358,172.2918498
"37 ngapeke road, welcome bay, tauranga",-37.715679,176.217839,"[{'place_name': 'ngapeke', 'feature_type': 'Locality'}, {'place_name': 'welcome bay', 'feature_type': 'Bay'}]",tauranga,Hill,-37.6859006,176.167505
"39 liverpool st., levin",-40.62042,175.28404,"[{'place_name': 'levin', 'feature_type': 'Town'}]",levin,Town,-40.6218161,175.2865854
"39 liverpool st., levin",-40.632457,175.288329,"[{'place_name': 'levin', 'feature_type': 'Town'}]",levin,Town,-40.6218161,175.2865854
"398 lower styx road, spencerville",-43.427,172.694,"[{'place_name': 'spencerville', 'feature_type': 'Locality'}]",spencerville,Locality,-43.4283948,172.7012451
"399 ferndale road, maramarua",-37.263,175.231,"[{'place_name': 'ferndale', 'feature_type': 'Locality'}]",maramarua,Locality,-37.2918257,175.119716
"3¼ miles e of hinds, canterbury",-44.001041,171.63807,"[{'place_name': 'hinds', 'feature_type': 'Locality'}]",hinds,Locality,-43.9993057,171.5702837
3½ miles e of featherston,-41.182176,175.384286,"[{'place_name': 'featherston', 'feature_type': 'Town'}]",featherston,Town,-41.1168142,175.3227241
3½ miles east of featherston,-41.182176,175.384286,"[{'place_name': 'featherston', 'feature_type': 'Town'}]",featherston,Town,-41.1168142,175.3227241
3½ miles east of featherston,-41.184567,175.265143,"[{'place_name': 'featherston', 'feature_type': 'Town'}]",featherston,Town,-41.1168142,175.3227241
3½ miles south of lincoln,-43.690289,172.478909,"[{'place_name': 'lincoln', 'feature_type': 'Suburb'}]",lincoln,Suburb,-43.6396099,172.4860237
3km east of kumara junction,-42.606167,171.154744,"[{'place_name': 'kumara junction', 'feature_type': 'Locality'}]",kumara junction,Locality,-42.5850681,171.1297644
3km north east of barefell summit,-42.197176,173.000003,"[{'place_name': 'barefell', 'feature_type': 'Hill'}]",summit,Hill,-40.4609278,176.1211144
3km north of kekerengu,-41.97629,174.12777,"[{'place_name': 'kekerengu', 'feature_type': 'Locality'}]",kekerengu,Locality,-41.9598787,173.9762074
3km south west kahutara river on inland road,-42.390021,173.418969,"[{'place_name': 'kahutara river', 'feature_type': 'Stream'}]",kahutara river,Stream,-42.4133579,173.5646295
"3km southeast of arthur's pass village, klondyke corner",-43.00218,171.58807,"[{'place_name': ""arthur's pass"", 'feature_type': 'Locality'}]",klondyke corner,Place,-43.0028566,171.5891111
3km w of erua,-39.237015,175.362498,"[{'place_name': 'erua', 'feature_type': 'Locality'}]",erua,Locality,-39.227075,175.3965571
"3m north west of reefton, maimai state forest",-42.091765,171.803316,"[{'place_name': 'reefton', 'feature_type': 'Town'}]",maimai,Locality,-41.4123498,175.3905076
"3m north west of reefton, maimai state forest",-42.088113,171.79855,"[{'place_name': 'reefton', 'feature_type': 'Town'}]",maimai,Locality,-41.4123498,175.3905076
3m south of dannevirke,-40.216666,176.083333,"[{'place_name': 'dannevirke', 'feature_type': 'Town'}]",dannevirke,Town,-40.2073897,176.0982442
"3m w of maropiu, hobson co.",-35.824036,173.679881,"[{'place_name': 'maropiu', 'feature_type': 'Locality'}]",maropiu,Locality,-35.8105745,173.7249183
4 km e arthur's pass p.o.,-42.934044,171.571443,"[{'place_name': ""arthur's pass"", 'feature_type': 'Pass'}]",arthur's pass,Pass,-42.9409528,171.5628387
"4 km east of portage, kenepuru sound",-41.189311,174.056338,"[{'place_name': 'portage', 'feature_type': 'Locality'}]",kenepuru sound,Bay,-41.18960935,174.0533926
4 km northeast of ngataki,-34.709029,173.027675,"[{'place_name': 'ngataki', 'feature_type': 'Locality'}]",ngataki,Locality,-34.7413212,173.0454237
"4 km south of punakaiki, waiwhero reserve",-42.107532,171.327959,"[{'place_name': 'punakaiki', 'feature_type': 'Locality'}]",waiwhero,Locality,-35.0985405,173.47671
"4 m [miles] south of nightcaps, southland - swamp",-46.027486,168.036128,"[{'place_name': 'nightcaps', 'feature_type': 'Locality'}]",nightcaps,Locality,-45.96974,168.03567
"4 m s of nightcaps, southland",-46.027486,168.036128,"[{'place_name': 'nightcaps', 'feature_type': 'Locality'}]",nightcaps,Locality,-45.96974,168.03567
